#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X;
EVT_1013R_DESC;The stock market is rising again after the announcement that more than 40 percent of our companies have reported higher profits than expected. The Minister of Finance welcomed this good news because the effects may well lead to increases in output and lowered costs in the public sector.;La bourse remonte après les annonces par plus de 40 importantes sociétés de bénéfices plus importants que prévu. Le ministre des finances s'en est réjoui et a précisé que les effets de ces annonces pourraient bel et bien se matérialiser très vite par des hausses de la production et des baisses de coûts dans tout le secteur public.;Il mercato azionario è nuovamente in rialzo dopo l'annuncio che più del 40 percento delle nostre compagnie ha fatto registrare profitti maggiori di quelli previsti. Il ministero delle finanze conferma che si tratta di ottime notizie, i cui effetti potranno portare all'aumento delle uscite abbassando i costi nei settori pubblici.;El mercado de valores vuelve a subir tras el anuncio de que más del 40 por ciento de nuestras compañías han presentado beneficios superiores a lo esperado. El ministro de economía dice que esto es una buena noticia, ya que bien puede ser que los efectos netos lleven a aumentos de producción y reducciones de los costes en los sectores públicos.;Der Aktienmarkt steigt noch einmal, nachdem eine nicht erwartete 40ige Profiterhöhung unserer Unternehmen angekündigt worden war. Der Finanzminister hat diese gute Nachricht begrüßt, da sich dies möglicherweise auf eine höhere Leistung und niedrigere Kosten im öffentlichen Sektor auswirkt.;Rynek gie³dowy kwitnie ponownie po tym, jak ponad 40 spó³ek og³osi³o zyski wiêksze, ni¿ pocz¹tkowo by³y przewidywane. Ministra finansów ucieszy³a ta informacja, gdy¿ mo¿e to doprowadziæ do zwiêkszenia produkcji i obni¿enia kosztów w sektorze publicznym.;;The stock market is rising again after the announcement that more than 40 percent of our companies have reported higher profits than expected. The Minister of Finance welcomed this good news because the effects may well lead to increases in output and lowered costs in the public sector.;;;x;
ACTIONNAME1013A;OK;OK;OK;Aceptar;OK;OK;;OK;;;x;
EVT_1014R_NAME;Rogue Politician;Un politicien fait cavalier seul;Politico corrotto;Político disidente;Krimineller Politiker;Niezale¿ny polityk;;Rogue Politician;;;x;
EVT_1014R_DESC;It has long been known that a certain minister holds views that differ in certain respects from those of the rest of the Cabinet. However, now the minister in question has announced that he will enter into a debate about those views. He says:'Telling the truth and telling it well can never be wrong. Basically that is what this country is about.';Il est de notoriété publique que l'un des ministres a des vues divergentes de celles des autres membres du gouvernement sur certains problèmes. Ce ministre vient justement d'annoncer qu'il débattra publiquement de ses idées. Il a déclaré : 'Dire la vérité ne peut jamais faire de mal. C'est même ce qui fait la grandeur de notre pays.';Si era sempre saputo che un certo ministro aveva avuto vedute diverse da quelle del governo in certi campi. Tuttavia, ora il ministro in questione ha annunciato che affronterà un dibattito a proposito di queste vedute. Egli sostiene che 'raccontare tutta la verità non può essere mai sbagliato e fondamentalmente è quanto sta facendo questo paese'.;Se sabía desde hace tiempo que cierto ministro tiene opiniones que difieren en determinados aspectos de las del resto del gabinete. Sin embargo, ahora el ministro en cuestión ha anunciado que quiere abrir un debate sobre estas opiniones. Afirma: 'Decir la verdad y decirla bien no puede ser algo malo. Eso es, básicamente, en lo que se basa nuestro país.';Es war lange bekannt, dass ein bestimmter Minister in bestimmten Aspekten andere Ansichten als das restliche Kabinett vertritt. Allerdings hat dieser Minister nun angekündigt, dass er seine Ansichten in einer Debatte offenbaren will. Er sagt: 'Die Wahrheit zu sagen und sie richtig zu sagen kann nie falsch sein. Das ist genau das, was dieses Land ausmacht.';Od dawna wiadomo, ¿e pogl¹dy jednego z ministrów odstaj¹ w paru kwestiach od g³oszonych przez rz¹d. Teraz jednak wspomniany minister oznajmi³ chêæ w³¹czenia siê do debaty, dotycz¹cej tych pogl¹dów. Cytuj¹c: 'Mówienie prawdy i ca³ej prawdy nigdy nie jest z³e. Tak naprawdê to jest to fundament, na którym opiera siê ten kraj.';;It has long been known that a certain minister holds views that differ in certain respects from those of the rest of the Cabinet. However, now the minister in question has announced that he will enter into a debate about those views. He says:'Telling the truth and telling it well can never be wrong. Basically that is what this country is about.';;;x;
ACTIONNAME1014A;Ignore him;L'ignorer;Ignoralo;Pasar de él;Ignorieren;Zignoruj go;;Ignore him;;;x;
ACTIONNAME1014B;Answer him;Lui répondre;Rispondigli;Contestarle;Antworten;Odpowiedz mu;;Answer him;;;x;
EVT_1015R_NAME;Rogue Politician;Un politicien fait cavalier seul;Politico corrotto;Político disidente;Krimineller Politiker;Niezale¿ny polityk;;Rogue Politician;;;x;
EVT_1015R_DESC;It has long been known that certain minister has held views that differ from the rest of the government in some areas. However, now the minister in question has announced that he will enter into a debate about those views. He says:'Telling the truth and telling it well can never be wrong. Basically that is what this country is about.';Il est de notoriété publique que l'un des ministres a des vues divergentes de celles des autres membres du gouvernement sur certains problèmes. Ce ministre vient justement d'annoncer qu'il débattra publiquement de ses idées. Il a déclaré : 'Dire la vérité ne peut jamais faire de mal. C'est même ce qui fait la grandeur de notre pays.';Si era sempre saputo che un certo ministro aveva avuto vedute diverse da quelle del governo in certi campi. Tuttavia, ora il ministro in questione ha annunciato che affronterà un dibattito a proposito di queste vedute. Egli sostiene che 'raccontare tutta la verità non può essere mai sbagliato e fondamentalmente è quanto sta facendo questo paese'.;Siempre se ha sabido que cierto ministro ha venido teniendo opiniones en ciertas áreas que diferían de las del resto del gobierno. Sin embargo, ahora el ministro en cuestión ha anunciado que quiere abrir un debate sobre estas opiniones. Afirma: 'Decir la verdad y decirla bien no puede ser algo malo. Eso es, básicamente, en lo que se basa nuestro país.';Es war lange bekannt, dass ein bestimmter Minister in bestimmten Aspekten andere Ansichten als das restliche Kabinett vertritt. Allerdings hat dieser Minister nun angekündigt, dass er seine Ansichten in einer Debatte offenbaren will. Er sagt: 'Die Wahrheit zu sagen und sie richtig zu sagen kann nie falsch sein. Das ist genau das, was dieses Land ausmacht.';Od dawna wiadomo, ¿e pogl¹dy jednego z ministrów odstaj¹ w paru kwestiach od g³oszonych przez rz¹d. Teraz jednak wspomniany minister oznajmi³ chêæ w³¹czenia siê do debaty, dotycz¹cej tych pogl¹dów. Cytuj¹c: 'Mówienie prawdy i ca³ej prawdy nigdy nie jest z³e. Tak naprawdê to jest to fundament, na którym opiera siê ten kraj.';;It has long been known that certain minister has held views that differ from the rest of the government in some areas. However, now the minister in question has announced that he will enter into a debate about those views. He says:'Telling the truth and telling it well can never be wrong. Basically that is what this country is about.';;;x;
ACTIONNAME1015A;Drop Dead!;Crève !;Crepa!;¡Muérete!;Fahr zur Hölle!;Spadaj!;;Drop Dead!;;;x;
ACTIONNAME1015B;Ignore him;L'ignorer;Ignoralo;Pasar de él;Ignorieren;Zignoruj go;;Ignore him;;;x;
EVT_1016R_NAME;Outlaw the Syndicalist Parties;Interdiction du Parti Syndicalista;Metti al bando i partiti Syndicalist;Ilegalización de los partidos Syndicalistas;Syndicalist Parteien ächten;Zdelegalizuj partie Syndicalist;;Outlaw the Syndicalist Parties;;;x;
EVT_1016R_DESC;Today the Parliament will consider last week's proposal for outlawing the Syndicalist Party made by a Member of Parliament known for his conservatism. 'The tendencies are' comments our political specialist 'that this proposal will fail because too few members really want to limit freedom of speech to this degree'.;Aujourd'hui, le parlement va débattre de la proposition d'interdire le Parti Communiste, déposée la semaine dernière par un député connu pour ses positions très conservatrices. 'La tendance', déclare notre spécialiste en politique, 'est plutôt au rejet de cette motion car très peu de gens sont prêts à accepter une telle limitation de la liberté de parole'.;Nella giornata odierna, il parlamento prenderà in esame la proposta, avanzata la settimana scorsa da un membro del parlamento noto per il suo conservatorismo, di dichiarare fuori legge il partito comunista. Il nostro esperto politico riferisce che 'la tendenza è che questa proposta non verrà accolta dal momento che pochissimi membri vogliono limitare la libertà di parola fino a questo punto'.;Hoy el parlamento va a considerar la propuesta de ilegalización del Partido Comunista presentada la semana pasada por un miembro del hemiciclo conocido por su conservadurismo. Según informa nuestro especialista en política: 'Las previsiones son que esta proposición no sea aprobada, ya que hay pocos parlamentarios que quieran limitar hasta ese punto la libertad de expresión.';Heute wird das Parlament den Vorschlag von letzter Woche, die Kommunistische Partei zu ächten, erwägen, die von einem Parlamentsmitglied, der für seinen Konservatismus bekannt ist, vorgetragen wurde. 'Die Tendenzen,' kommentiert unser politischer Spezialist, 'dieses Vorschlags sind nicht erfolgreich, da zuwenig Mitglieder wirklich das Recht auf freie Meinungsäußerung derart einschränken wollen'.;Dziœ parlament rozwa¿y wniosek o zdelegalizowanie partii komunistycznych, zg³oszony w zesz³ym tygodniu przez konserwatystów. Z komentarzy redaktorów politycznych dowiadujemy siê: 'Nastroje wskazuj¹ raczej na to, ¿e wniosek upadnie, gdy¿ w parlamencie jest zbyt ma³e poparcie dla ograniczenia swobody wolnoœci wypowiedzi a¿ do tego stopnia.';;Today the Parliament will consider last week's proposal for outlawing the Syndicalist Party made by a Member of Parliament known for his conservatism. 'The tendencies are' comments our political specialist 'that this proposal will fail because too few members really want to limit freedom of speech to this degree'.;;;x;
ACTIONNAME1016A;NO;NON;No;NO;NEIN;Nie;;NO;;;x;
ACTIONNAME1016B;YES;OUI;Sì;SÍ;JA;Tak;;YES;;;x;
EVT_1017R_NAME;Outlaw the Extreme Nationalist Parties;Interdiction du Parti Fasciste;Metti al bando i partiti fascisti;Ilegalización de los partidos fascistas;Faschistische Parteien ächten;Zdelegalizuj partie faszystowskie;;Outlaw the Extreme Nationalist Parties;;;x;
EVT_1017R_DESC;Today the Parliament will consider last week's proposal for outlawing the Extreme Nationalist Party made by a Member of Parliament known for his liberalism. 'The tendencies are' comments our political specialist 'that this proposal will fail because too few members really want to limit freedom of speech to this degree'.;Aujourd'hui, le parlement va débattre de la proposition d'interdire le Parti Fasciste, déposée la semaine dernière par un député connu pour ses positions très libérales. 'La tendance', déclare notre spécialiste en politique, 'est plutôt au rejet de cette motion car très peu de gens sont prêts à accepter une telle limitation de la liberté de parole'.;Nella giornata odierna, il parlamento prenderà in esame la proposta, avanzata la settimana scorsa da un membro del parlamento noto per il suo liberalismo, di dichiarare fuori legge il partito fascista. Il nostro esperto politico riferisce che 'la tendenza è che questa proposta non verrà accolta dal momento che pochissimi membri vogliono limitare la libertà di parola fino a questo punto'.;Hoy el parlamento va a considerar la propuesta de ilegalización del Partido Fascista presentada la semana pasada por un miembro del hemiciclo conocido por su liberalismo. Según informa nuestro especialista en política: 'Las previsiones son que esta proposición no sea aprobada, ya que hay pocos parlamentarios que quieran limitar hasta ese punto la libertad de expresión.';Heute wird das Parlament den Vorschlag von letzter Woche, die Faschistische Partei zu ächten, erwägen, die von einem Parlamentsmitglied, der für seinen Liberalismus bekannt ist, vorgetragen wurde.  'Die Tendenzen,' kommentiert unser politischer Spezialist, 'dieses Vorschlags sind nicht erfolgreich, da zuwenig Mitglieder wirklich das Recht auf freie Meinungsäußerung derart einschränken wollen'.;Dziœ parlament rozwa¿y wniosek o zdelegalizowanie partii faszystowskich, zg³oszony w zesz³ym tygodniu przez libera³ów. Z komentarzy specjalistów politycznych dowiadujemy siê: 'Nastroje wskazuj¹ raczej na to, ¿e wniosek upadnie, gdy¿ w parlamencie jest zbyt ma³e poparcie dla ograniczenia swobody wolnoœci wypowiedzi a¿ do tego stopnia.';;Today the Parliament will consider last week's proposal for outlawing the Extreme Nationalist Party made by a Member of Parliament known for his liberalism. 'The tendencies are' comments our political specialist 'that this proposal will fail because too few members really want to limit freedom of speech to this degree'.;;;x;
