##;ENG;FRA;ITA;SPA;GER;POL;;RUS;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(Embarked);;;x
PROV834;Gardo;Gardo;Gardo;Gardo;Gardo;Gardo;;Гардо;;;X
PROV835;Galkayo;Galkayo;Galkayo;Galkayo;Galkayo;Galkayo;;Галькайо;;;X
PROV836;Mogadishu;Mogadishu;Mogadishu;Mogadishu;Mogadishu;Mogadishu;;Могадишо;;;X
PROV837;Bayahabo;Bayahabo;Bayahabo;Bayahabo;Bayahabo;Bayahabo;;Байдоа;;;X
PROV838;Kismaayo;Kismaayo;Kismaayo;Kismaayo;Kismaayo;Kismaayo;;Кисмайо;;;X
PROV839;Garissa;Garissa;Garissa;Garissa;Garissa;Garissa;;Гарисса;;;X
PROV840;Suqutra;Suqutra;Suqutra;Suqutra;Suqutra;Suqutra;;Сукутра;;;X
PROV841;Nairobi;Nairobi;Nairobi;Nairobi;Nairobi;Nairobi;;Найроби;;;X
PROV842;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;;Момбаса;;;X
PROV843;Nakuru;Nakuru;Nakuru;Nakuru;Nakuru;Nakuru;;Накуру;;;X
PROV844;Kampala;Kampala;Kampala;Kampala;Kampala;Kampala;;Кампала;;;X
PROV845;Gulu;Gulu;Gulu;Gulu;Gulu;Gulu;;Гулу;;;X
PROV846;Kigali;Kigali;Kigali;Kigali;Kigali;Kigali;;Кигали;;;X
PROV847;Usumbura;Usumbura;Usumbura;Usumbura;Usumbura;Usumbura;;Усумбура;;;X
PROV848;Mwanza;Mwanza;Mwanza;Mwanza;Mwanza;Mwanza;;Мванза;;;X
PROV849;Mbeya;Mbeya;Mbeya;Mbeya;Mbeya;Mbeya;;Мбейа;;;X
PROV850;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;;Дар-эс-Салам;;;X
PROV851;Tabora;Tabora;Tabora;Tabora;Tabora;Tabora;;Табора;;;X
PROV852;Zanzibar;Zanzibar;Zanzibar;Zanzibar;Zanzibar;Zanzibar;;Занзибар;;;X
PROV853;Porto Amelia;Porto Amelia;Porto Amelia;Porto Amelia;Porto Amelia;Porto Amelia;;Порто-Амелия;;;X
PROV854;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;;Нампула;;;X
PROV855;Lourenco Marques;Lourenco Marques;Lourenco Marques;Lourenco Marques;Lourenco Marques;Lourenco Marques;;Лоренсу-Маркиш;;;X
PROV856;Maxixe;Maxixe;Maxixe;Maxixe;Maxixe;Maxixe;;Максикс;;;X
PROV857;Beira;Beira;Beira;Beira;Beira;Beira;;Бейра;;;X
PROV858;Ulongue;Ulongue;Ulongue;Ulongue;Ulongue;Ulongue;;Улонгу;;;X
PROV859;Livingstone;Livingstone;Livingstone;Livingstone;Livingstone;Livingstone;;Ливингстон;;;X
PROV860;Kalabo;Kalabo;Kalabo;Kalabo;Kalabo;Kalabo;;Калабо;;;X
PROV861;Kasama;Kasama;Kasama;Kasama;Kasama;Kasama;;Касама;;;X
PROV862;Chingola;Chingola;Chingola;Chingola;Chingola;Chingola;;Чингола;;;X
PROV863;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;;Лусака;;;X
PROV864;Blantyre;Blantyre;Blantyre;Blantyre;Blantyre;Blantyre;;Блантайр;;;X
PROV865;Chipata;Chipata;Chipata;Chipata;Chipata;Chipata;;Чипата;;;X
PROV866;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;;Булавайо;;;X
PROV867;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;;Солсбери;;;X
PROV868;Hwange;Hwange;Hwange;Hwange;Hwange;Hwange;;Ванкие;;;X
PROV869;Francistown;Francistown;Francistown;Francistown;Francistown;Francistown;;Франсистаун;;;X
PROV870;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;;Габеронес;;;X
PROV871;Maun;Maun;Maun;Maun;Maun;Maun;;Мон;;;X
PROV872;Durban;Durban;Durban;Durban;Durban;Durban;;Дурбан;;;X
PROV873;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;;Претория;;;X
PROV874;Maseru;Maseru;Maseru;Maseru;Maseru;Maseru;;Масеру;;;X
PROV875;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;;Блумфонтейн;;;X
PROV876;Johannesburg;Johannesburg;Johannesburg;Johannesburg;Johannesburg;Johannesburg;;Йоханнесбург;;;X
PROV877;Mbabane;Mbabane;Mbabane;Mbabane;Mbabane;Mbabane;;Мбабане;;;X
PROV878;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;;Кимберли;;;X
PROV879;De Aar;De Aar;De Aar;De Aar;De Aar;De Aar;;Де Ар;;;X
PROV880;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;;Кейптаун;;;X
PROV881;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;;Порт-Элизабет;;;X
PROV882;Swakopmund;Swakopmund;Swakopmund;Swakopmund;Swakopmund;Swakopmund;;Свакопмунд;;;X
PROV883;Luderitz;Luderitz;Luderitz;Luderitz;Luderitz;Luderitz;;Людериц;;;X
PROV884;Windhoek;Windhoek;Windhoek;Windhoek;Windhoek;Windhoek;;Виндхук;;;X
PROV885;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;;Катима Мулило;;;X
PROV886;Tsumeb;Tsumeb;Tsumeb;Tsumeb;Tsumeb;Tsumeb;;Цумеб;;;X
PROV887;Luena;Luena;Luena;Luena;Luena;Luena;;Луэна;;;X
PROV888;Lubango;Lubango;Lubango;Lubango;Lubango;Lubango;;Лубанго;;;X
PROV889;Balboa;Balboa;Balboa;Balboa;Balboa;Balboa;;Бальбоа;;;X
PROV890;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;;Энрике-де-Карвальо;;;X
PROV891;Menongue;Menongue;Menongue;Menongue;Menongue;Menongue;;Менонге;;;X
PROV892;Lobito;Lobito;Lobito;Lobito;Lobito;Lobito;;Лобито;;;X
PROV893;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;;Кабинда;;;X
PROV894;Matadi;Matadi;Matadi;Matadi;Matadi;Matadi;;Матади;;;X
PROV895;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;;Луанда;;;X
PROV896;Saint Helena;Saint Helena;Saint Helena;Saint Helena;Saint Helena;Saint Helena;;Святая Елена;;;X
PROV897;Kolwezi;Kolwezi;Kolwezi;Kolwezi;Kolwezi;Kolwezi;;Колвези;;;X
PROV898;Elisabethville;Elisabethville;Elisabethville;Elisabethville;Elisabethville;Elisabethville;;Элизабетвиль;;;X
PROV899;Leopoldville;Leopoldville;Leopoldville;Leopoldville;Leopoldville;Leopoldville;;Леопольдвиль;;;X
PROV900;Suez;Suez;Suez;Suez;Suez;Suez;;Суэц;;;X
PROV901;Kikwit;Kikwit;Kikwit;Kikwit;Kikwit;Kikwit;;Киквит;;;X
PROV902;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;;Лулуабург;;;X
PROV903;Aba;Aba;Aba;Aba;Aba;Aba;;Аба;;;X
PROV904;Stanleyville;Stanleyville;Stanleyville;Stanleyville;Stanleyville;Stanleyville;;Стэнливиль;;;X
PROV905;Costermansville;Costermansville;Costermansville;Costermansville;Costermansville;Costermansville;;Костермансвиль;;;X
PROV906;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;;Кокийявиль;;;X
PROV907;Brazzaville;Brazzaville;Brazzaville;Brazzaville;Brazzaville;Brazzaville;;Браззавиль;;;X
PROV908;Ouesso;Ouesso;Ouesso;Ouesso;Ouesso;Ouesso;;Уессо;;;X
PROV909;Yaounde;Yaounde;Yaounde;Yaounde;Yaounde;Yaounde;;Яунде;;;X
PROV910;Bertoua;Bertoua;Bertoua;Bertoua;Bertoua;Bertoua;;Бертуа;;;X
PROV911;Douala;Douala;Douala;Douala;Douala;Douala;;Дуала;;;X
PROV912;S?o Tome;S?o Tome;S?o Tome;S?o Tome;S?o Tome;S?o Tome;;Сан-Томе;;;X
PROV913;Bata;Bata;Bata;Bata;Bata;Bata;;Бата;;;X
PROV914;Franceville;Franceville;Franceville;Franceville;Franceville;Franceville;;Франсвиль;;;X
PROV915;Libreville;Libreville;Libreville;Libreville;Libreville;Libreville;;Либревиль;;;X
PROV916;Malabo;Malabo;Malabo;Malabo;Malabo;Malabo;;Малабо;;;X
PROV917;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;;Пуэнт-Нуар;;;X
PROV918;Port-Gentil;Port-Gentil;Port-Gentil;Port-Gentil;Port-Gentil;Port-Gentil;;Порт-Джентиль;;;X
PROV919;Bouar;Bouar;Bouar;Bouar;Bouar;Bouar;;Буар;;;X
PROV920;N'Djamena;N'Djamena;N'Djamena;N'Djamena;N'Djamena;N'Djamena;;Н'Джамена;;;X
PROV921;Abeche;Abeche;Abeche;Abeche;Abeche;Abeche;;Абеше;;;X
PROV922;Faya;Faya;Faya;Faya;Faya;Faya;;Файя;;;X
PROV923;Bambari;Bambari;Bambari;Bambari;Bambari;Bambari;;Бамбари;;;X
PROV924;Moundou;Moundou;Moundou;Moundou;Moundou;Moundou;;Мунду;;;X
PROV925;Maroua;Maroua;Maroua;Maroua;Maroua;Maroua;;Маруа;;;X
PROV926;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;;Банги;;;X
PROV927;Ouadda;Ouadda;Ouadda;Ouadda;Ouadda;Ouadda;;Уадда;;;X
PROV928;N'Gaoundere;N'Gaoundere;N'Gaoundere;N'Gaoundere;N'Gaoundere;N'Gaoundere;;Нгаундере;;;X
PROV929;Lagos;Lagos;Lagos;Lagos;Lagos;Lagos;;Лагос;;;X
PROV930;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;;Порт-Гаркорт;;;X
PROV931;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;;Кацина-Ала;;;X
PROV932;Ibadan;Ibadan;Ibadan;Ibadan;Ibadan;Ibadan;;Ибадан;;;X
PROV933;Buea;Buea;Buea;Buea;Buea;Buea;;Буэа;;;X
PROV934;Oshogbo;Oshogbo;Oshogbo;Oshogbo;Oshogbo;Oshogbo;;Ошогбо;;;X
PROV935;Benin City;Benin City;Benin City;Benin City;Benin City;Benin City;;Бенин-Сити;;;X
PROV936;Yola;Yola;Yola;Yola;Yola;Yola;;Йола;;;X
PROV937;Sokoto;Sokoto;Sokoto;Sokoto;Sokoto;Sokoto;;Сокото;;;X
PROV938;Maiduguri;Maiduguri;Maiduguri;Maiduguri;Maiduguri;Maiduguri;;Майдугури;;;X
PROV939;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;;Кадуна;;;X
PROV940;Kano;Kano;Kano;Kano;Kano;Kano;;Кано;;;X
PROV941;Abuja;Abuja;Abuja;Abuja;Abuja;Abuja;;Абуджа;;;X
PROV942;Say;Say;Say;Say;Say;Say;;Сей ;;;X
PROV943;Zinder;Zinder;Zinder;Zinder;Zinder;Zinder;;Зиндер;;;X
PROV944;Niamey;Niamey;Niamey;Niamey;Niamey;Niamey;;Ниамей;;;X
PROV945;Tenkodogo;Tenkodogo;Tenkodogo;Tenkodogo;Tenkodogo;Tenkodogo;;Тенкодого;;;X
PROV946;Agadez;Agadez;Agadez;Agadez;Agadez;Agadez;;Агадес;;;X
PROV947;Tahoua;Tahoua;Tahoua;Tahoua;Tahoua;Tahoua;;Тахва;;;X
PROV948;Kara;Kara;Kara;Kara;Kara;Kara;;Кара;;;X
PROV949;Natitingou;Natitingou;Natitingou;Natitingou;Natitingou;Natitingou;;Натитингу;;;X
PROV950;Lome;Lome;Lome;Lome;Lome;Lome;;Ломе;;;X
PROV951;Cotonou;Cotonou;Cotonou;Cotonou;Cotonou;Cotonou;;Котону;;;X
PROV952;Tamale;Tamale;Tamale;Tamale;Tamale;Tamale;;Тамале;;;X
PROV953;Wa;Wa;Wa;Wa;Wa;Wa;;Ва;;;X
PROV954;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;;Кумаси;;;X
PROV955;Ho;Ho;Ho;Ho;Ho;Ho;;Хо;;;X
PROV956;Accra;Accra;Accra;Accra;Accra;Accra;;Аккра;;;X
PROV957;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;;Уагадугу;;;X
PROV958;Tougan;Tougan;Tougan;Tougan;Tougan;Tougan;;Туган;;;X
PROV959;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;;Бобо-Дьюласо;;;X
PROV960;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;;Ямусукро;;;X
PROV961;Bouake;Bouake;Bouake;Bouake;Bouake;Bouake;;Буаке;;;X
PROV962;Abidjan;Abidjan;Abidjan;Abidjan;Abidjan;Abidjan;;Абиджан;;;X
PROV963;Bissau;Bissau;Bissau;Bissau;Bissau;Bissau;;Бисау;;;X
PROV964;Freetown;Freetown;Freetown;Freetown;Freetown;Freetown;;Фритаун;;;X
PROV965;Labe;Labe;Labe;Labe;Labe;Labe;;Лейб;;;X
PROV966;Conakry;Conakry;Conakry;Conakry;Conakry;Conakry;;Конакри;;;X
PROV967;Kankan;Kankan;Kankan;Kankan;Kankan;Kankan;;Канкан;;;X
PROV968;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;;Корхого;;;X
PROV969;Monrovia;Monrovia;Monrovia;Monrovia;Monrovia;Monrovia;;Монровия;;;X
PROV970;San Pedro;San Pedro;San Pedro;San Pedro;San Pedro;San Pedro;;Сан-Педро;;;X
PROV971;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;;Ниоро-дю-Сахэль;;;X
PROV972;Segou;Segou;Segou;Segou;Segou;Segou;;Сегу;;;X
PROV973;Sikasso;Sikasso;Sikasso;Sikasso;Sikasso;Sikasso;;Сикассо;;;X
PROV974;Mopti;Mopti;Mopti;Mopti;Mopti;Mopti;;Мопти;;;X
PROV975;Kayes;Kayes;Kayes;Kayes;Kayes;Kayes;;Каес;;;X
PROV976;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;;Бамако;;;X
PROV977;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;;Тамбаcунда;;;X
PROV978;Dakar;Dakar;Dakar;Dakar;Dakar;Dakar;;Дакар;;;X
PROV979;Banjul;Banjul;Banjul;Banjul;Banjul;Banjul;;Банжул;;;X
PROV980;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;;Зигиншор;;;X
PROV981;Nawaksut;Nawaksut;Nawaksut;Nawaksut;Nawaksut;Nawaksut;;Нуакшот;;;X
PROV982;Kiffa;Kiffa;Kiffa;Kiffa;Kiffa;Kiffa;;Киффа;;;X
PROV983;Saint-Louis;Saint-Louis;Saint-Louis;Saint-Louis;Saint-Louis;Saint-Louis;;Сент-Луис;;;X
PROV984;Gao;Gao;Gao;Gao;Gao;Gao;;Гао;;;X
PROV985;Timbuktu;Timbuktu;Timbuktu;Timbuktu;Timbuktu;Timbuktu;;Томбукту;;;X
PROV986;Atar;Atar;Atar;Atar;Atar;Atar;;Атар;;;X
PROV987;El Aiun;El Aiun;El Aiun;El Aiun;El Aiun;El Aiun;;Эль-Аюн;;;X
PROV988;Villa Cisneros;Villa Cisneros;Villa Cisneros;Villa Cisneros;Villa Cisneros;Villa Cisneros;;Вилья-Сиснерос;;;X
PROV989;Villa Bens;Villa Bens;Villa Bens;Villa Bens;Villa Bens;Villa Bens;;Вилья-Бенс;;;X
PROV990;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;;Лас-Пальмас-де-Гран-Канария;;;X
PROV991;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;;Санта-Крус-де-Тенерифе;;;X
PROV992;Cape Verde;Cape Verde;Cape Verde;Cape Verde;Cape Verde;Cape Verde;;Кабо-Верде;;;X
PROV993;Ascension Island;Ascension Island;Ascension Island;Ascension Island;Ascension Island;Ascension Island;;остров Вознесения;;;X
PROV994;Madeira;Madeira;Madeira;Madeira;Madeira;Madeira;;Мадейра;;;X
PROV995;The Azores;The Azores;The Azores;The Azores;The Azores;The Azores;;Азорские острова;;;X
PROV996;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;Saint Denis de la Reunion;;Сен-Дени-де-ла-Реюньон;;;X
PROV997;Port Louis;Port Louis;Port Louis;Port Louis;Port Louis;Port Louis;;Порт-Луи;;;X
PROV998;Port Victoria;Port Victoria;Port Victoria;Port Victoria;Port Victoria;Port Victoria;;Порт Виктория;;;X
PROV999;Muruni;Muruni;Muruni;Muruni;Muruni;Muruni;;Муруни;;;X
PROV1000;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;Mamoudzou;;Мамудзу;;;X
PROV1001;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;;Тананариве;;;X
PROV1002;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;Tamatave;;Таматаве;;;X
PROV1003;Fort Dauphin;Fort Dauphin;Fort Dauphin;Fort Dauphin;Fort Dauphin;Fort Dauphin;;Форт-Дофин;;;X
PROV1004;El Arish;El Arish;El Arish;El Arish;El Arish;El Arish;;Эль-Ариш ;;;X
PROV1005;Sharm Al Shaykh;Sharm Al Shaykh;Sharm Al Shaykh;Sharm Al Shaykh;Sharm Al Shaykh;Sharm Al Shaykh;;Шарм-Эль-Шейх;;;X
PROV1006;Al Quantarah;Al Quantarah;Al Quantarah;Al Quantarah;Al Quantarah;Al Quantarah;;Аль-Кантарах;;;X
PROV1007;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;Bur Tawfiq;;Бур-Тафик;;;X
PROV1008;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;Tel Aviv;;Тель-Авив;;;X
PROV1009;Gaza;Gaza;Gaza;Gaza;Gaza;Gaza;;Газа;;;X
PROV1010;Bi'r as-Sabi;Bi'r as-Sabi;Bi'r as-Sabi;Bi'r as-Sabi;Bi'r as-Sabi;Bi'r as-Sabi;;Бир-эс-Саба;;;X
PROV1011;Haifa;Haifa;Haifa;Haifa;Haifa;Haifa;;Хайфа;;;X
PROV1012;Jerusalem;Jerusalem;Jerusalem;Jerusalem;Jerusalem;Jerusalem;;Иерусалим;;;X
PROV1013;Akko;Akko;Akko;Akko;Akko;Akko;;Акко;;;X
PROV1014;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;Deir ez Zor;;Дейр-эз-Зор;;;X
PROV1015;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;El Qamisli;;Эль-Камышлы;;;X
PROV1016;Damascus;Damascus;Damascus;Damascus;Damascus;Damascus;;Дамаск;;;X
PROV1017;Hims;Hims;Hims;Hims;Hims;Hims;;Химс;;;X
PROV1018;Trablos;Trablos;Trablos;Trablos;Trablos;Trablos;;Триполи;;;X
PROV1019;Bayrut;Bayrut;Bayrut;Bayrut;Bayrut;Bayrut;;Бейрут;;;X
PROV1020;Golan;Golan;Golan;Golan;Golan;Golan;;Голан;;;X
PROV1021;Aleppo;Aleppo;Aleppo;Aleppo;Aleppo;Aleppo;;Алеппо;;;X
PROV1022;Amman;Amman;Amman;Amman;Amman;Amman;;Амман;;;X
PROV1023;Irbid;Irbid;Irbid;Irbid;Irbid;Irbid;;Ирбид;;;X
PROV1024;Az Zarqa;Az Zarqa;Az Zarqa;Az Zarqa;Az Zarqa;Az Zarqa;;Эз-Зарка;;;X
PROV1025;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;Ma'an;;Маан;;;X
PROV1026;El Kerak;El Kerak;El Kerak;El Kerak;El Kerak;El Kerak;;Аль Керак;;;X
PROV1027;Arbil;Arbil;Arbil;Arbil;Arbil;Arbil;;Эрбиль;;;X
PROV1028;Al 'Amarah;Al 'Amarah;Al 'Amarah;Al 'Amarah;Al 'Amarah;Al 'Amarah;;Аль-Амарах;;;X
PROV1029;Al Musul;Al Musul;Al Musul;Al Musul;Al Musul;Al Musul;;Мосул;;;X
PROV1030;El Karbala;El Karbala;El Karbala;El Karbala;El Karbala;El Karbala;;Карбала;;;X
PROV1031;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;An Najaf;;Эн-Наджаф;;;X
PROV1032;Basrah;Basrah;Basrah;Basrah;Basrah;Basrah;;Басра;;;X
PROV1033;Al Hillah;Al Hillah;Al Hillah;Al Hillah;Al Hillah;Al Hillah;;Эль-Хилла;;;X
PROV1034;Bagdad;Bagdad;Bagdad;Bagdad;Bagdad;Bagdad;;Багдад;;;X
PROV1035;Kut;Kut;Kut;Kut;Kut;Kut;;Кут;;;X
PROV1036;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;Kirkuk;;Киркук;;;X
PROV1037;an-Nasiriyyah;an-Nasiriyyah;an-Nasiriyyah;an-Nasiriyyah;an-Nasiriyyah;an-Nasiriyyah;;Эн-Насирия;;;X
PROV1038;Ad-Dohah;Ad-Dohah;Ad-Dohah;Ad-Dohah;Ad-Dohah;Ad-Dohah;;Доха;;;X
PROV1039;Abu zabi;Abu zabi;Abu zabi;Abu zabi;Abu zabi;Abu zabi;;Абу-Даби;;;X
PROV1040;Ad-Dammam;Ad-Dammam;Ad-Dammam;Ad-Dammam;Ad-Dammam;Ad-Dammam;;Даммам;;;X
PROV1041;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;Kuwait;;Кувейт;;;X
PROV1042;Georgian Bay;Georgian Bay;Georgian Bay;Georgian Bay;Georgian Bay;Georgian Bay;;Джорджиан-Бэй;;;X
PROV1043;Khasab;Khasab;Khasab;Khasab;Khasab;Khasab;;Хасаб;;;X
PROV1044;Ha'yel;Ha'yel;Ha'yel;Ha'yel;Ha'yel;Ha'yel;;Хайал;;;X
PROV1045;El Riyad;El Riyad;El Riyad;El Riyad;El Riyad;El Riyad;;Эр-Рияд;;;X
PROV1046;El Jawf;El Jawf;El Jawf;El Jawf;El Jawf;El Jawf;;Аль-Явф;;;X
PROV1047;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;El Hofuf;;Эль-Хуфуф;;;X
PROV1048;Medina;Medina;Medina;Medina;Medina;Medina;;Медина;;;X
PROV1049;Mecca;Mecca;Mecca;Mecca;Mecca;Mecca;;Мекка;;;X
PROV1050;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;Sanaa;;Сана;;;X
PROV1051;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;El Mukalla;;Эль-Мукалла;;;X
PROV1052;Masqat;Masqat;Masqat;Masqat;Masqat;Masqat;;Маскат;;;X
PROV1053;Aden;Aden;Aden;Aden;Aden;Aden;;Аден;;;X
PROV1054;Antakya;Antakya;Antakya;Antakya;Antakya;Antakya;;Антакья;;;X
PROV1055;Adana;Adana;Adana;Adana;Adana;Adana;;Адана;;;X
PROV1056;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;Gaziantep;;Газиантеп;;;X
PROV1057;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;;Анталья;;;X
PROV1058;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;Tarsus;;Тарсус;;;X
PROV1059;Sivas;Sivas;Sivas;Sivas;Sivas;Sivas;;Сивас;;;X
PROV1060;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;Diyarbakir;;Диярбакыр;;;X
PROV1061;Maltya;Maltya;Maltya;Maltya;Maltya;Maltya;;Малатья;;;X
PROV1062;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;Hakkari;;Хаккяри;;;X
PROV1063;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;Erzurum;;Эрзурум;;;X
PROV1064;Elazig;Elazig;Elazig;Elazig;Elazig;Elazig;;Элязыг;;;X
PROV1065;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;Karabuk;;Карабук;;;X
PROV1066;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;;Самсун;;;X
PROV1067;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;;Трабзон;;;X
PROV1068;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;Zonguldak;;Зонгулдак;;;X
PROV1069;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;Tayshet;;Тайшет;;;X
PROV1070;Kachug;Kachug;Kachug;Kachug;Kachug;Kachug;;Качуг;;;X
PROV1071;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;;Эскишехир;;;X
PROV1072;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;;Кириккале;;;X
PROV1073;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;Kayseri;;Кайсери;;;X
PROV1074;Konya;Konya;Konya;Konya;Konya;Konya;;Конья;;;X
PROV1075;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;;Анкара;;;X
PROV1076;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;;Измит;;;X
PROV1077;Izmir;Izmir;Izmir;Izmir;Izmir;Izmir;;Измир;;;X
PROV1078;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;;Бурса;;;X
PROV1079;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;;Денизли;;;X
PROV1080;Sari;Sari;Sari;Sari;Sari;Sari;;Сари;;;X
PROV1081;Rast;Rast;Rast;Rast;Rast;Rast;;Раст ;;;X
PROV1082;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;Rezaiye;;Резайе;;;X
PROV1083;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;Tabriz;;Тебриз;;;X
PROV1084;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;Kermanshah;;Керманшах;;;X
PROV1085;Tehran;Tehran;Tehran;Tehran;Tehran;Tehran;;Тегеран;;;X
PROV1086;Esfahan;Esfahan;Esfahan;Esfahan;Esfahan;Esfahan;;Исфахан;;;X
PROV1087;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;Hamadan;;Хамадан;;;X
PROV1088;Siraz;Siraz;Siraz;Siraz;Siraz;Siraz;;Шираз;;;X
PROV1089;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;Ahvaz;;Ахваз;;;X
PROV1090;Busehr;Busehr;Busehr;Busehr;Busehr;Busehr;;Бушир ;;;X
PROV1091;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;Gameroon;;Гамерун;;;X
PROV1092;Mashad;Mashad;Mashad;Mashad;Mashad;Mashad;;Мешхед;;;X
PROV1093;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;Zahedan;;Захедан;;;X
