##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
DISBAND_IRO;Disbanding this unit will return %.1f manpower to the pool.\n(You can disband any ship or division which is not in combat, to regain its manpower.);La dйmobilisation de cette unitй rapporte %.1f de main d’oeuvre а la rйserve.\n (Vous pouvez dйmobiliser et rйcupйrer la main d’oeuvre de tout navire ou division hors combat);Smantellando quest'unitа, %.1f punti di forza lavoro torneranno disponibili.\nPuoi smantellare qualsiasi nave o divisione che non stia combattendo per recuperarne la forza lavoro.;Disolverla devolverб %.1f de rec. hum. a la reserva.\n(Puedes disolver cualquier nave o divisiуn que no estй en combate para recuperar sus recursos).;Die Einheit bringt %.1f Wehrfдhige in den Pool.\n(Nicht im Kampf befindliche Schiffe und Einheiten kцnnen Sie auflцsen, um deren Wehrfдhige zurьckzugewinnen.);Rozwi№zanie tej jednostki zwrуci Ci %.1f zasobуw ludzkich. (Moїesz rozwi№zaж dowoln№ dywizjк lub okrкt, aktualnie nie walcz№ce, aby odzyskaж zasoby ludzkie);;После расформирования этой части в резерв генштаба вернутся людские ресурсы в количестве %.1f . \n(Вы можете расформировать любой корабль или дивизию, не участвующую в бою.);;;x,,
DIV_RE_IRO0;You cannot reinforce the division at this time.;Vous ne pouvez pas renforcer cette division maintenant.;Non puoi rinforzare la divisione in questo momento.;No puedes reforzar la divisiуn en este momento.;Diese Division kцnnen Sie zum jetzigen Zeitpunkt nicht verstдrken.;Obecnie nie moїesz dokonaж uzupeіnieс w tej dywizji.;;Сейчас невозможно пополнить эту часть.;;;X,,,,,,,
DIV_RE_IRO1;The division is not attached to any unit at the moment, so it cannot be reinforced.;N’йtant actuellement affiliйe а aucune unitй, cette division ne peut кtre renforcйe.;Al momento, la divisione non fa parte di alcuna unitа (quindi non puт essere rinforzata).;La divisiуn no estб destinada a ninguna unidad de momento, asн que no puedes reforzarla.;Die Division ist im Moment keiner Einheit zugewiesen und kann daher nicht verstдrkt werden.;Dywizja nie jest wі№czona do їadnej jednostki, wiкc nie moїe otrzymaж uzupeіnieс.;;Сейчас эта часть никому не подчинена, поэтому ее невозможно пополнить.;;;x,,
DIV_RE_IRO2;The division is not in supply, and so cannot be reinforced.;Cette division ne peut кtre renforcйe puisqu’elle n’est pas rйapprovisionnйe.;La divisione non и rifornita, quindi non puт essere rinforzata.;La divisiуn no estб abastecida, asн que no puedes reforzarla.;Die Division wird im Moment nicht versorgt und kann daher nicht verstдrkt werden.;Dywizja nie otrzymuje zaopatrzenia, nie moїna wiкc dokonaж w niej uzupeіnieс.;;Эта часть не получает снабжения, поэтому ее невозможно пополнить.;;;x
DIV_RE_IRO3;This division is already at maximum strength and does not need any reinforcements.;Cette division a atteint sa force maximale, elle n’a pas besoin d’кtre renforcйe.;Questa divisione и giа potenziata al massimo, quindi non ha bisogno di essere ulteriormente rinforzata.;Esta divisiуn ya estб al mбximo de su fuerza, asн que no precisa de mбs refuerzos.;Diese Division ist bereits auf voller Stдrke und benцtigt deshalb keine Verstдrkungen.;Dywizja nie potrzebuje uzupeіnieс, gdyї jej siіa jest  na maksymalnym poziomie.;;Эта часть уже полностью укомплектована и не нуждается в пополнении.;;;x
DIV_RE_IRO4;There is no manpower available in the country to reinforce the division.;Cette division ne peut кtre renforcйe car votre pays manque de main d’oeuvre.;Non c'и forza lavoro disponibile nella nazione per rinforzare la divisione.;El paнs no tiene recursos humanos disponibles para reforzar la divisiуn.;Die Wehrfдhigen des Landes reichen zur Verstдrkung dieser Division nicht aus.;Brakuje Ci zasobуw ludzkich wymaganych do wysіania uzupeіnieс do tej dywizji.;;У вас нет людских ресурсов для пополнения этой части.;;;x,,,,
DIV_RE_IRO_RIGHT;You need %.1f manpower and %.1f supplies to reinforce this division. (Click to reinforce the division to maximum strength.);Vous avez besoin de %.1f de main d’oeuvre pour renforcer cette division %.2f. (Cliquer pour renforcer la division jusqu’а sa puissance maximale.);Necessiti di %.1f %.1f forza lavoro per rinforzare questa divisione (clicca per rinforzarla al massimo).;Necesitas %.1f de rec. hum. y %.1f de suministros para reforzar esta divisiуn. (haz clic para reforzarla al mбximo).;Zur Verstдrkung dieser Division benцtigen Sie %.1f Wehrfдhige und %.1f an Nachschub. (Klicken Sie, um die Division auf Maximalstдrke zu bringen.);Do dokonania uzupeіnieс w tej dywizji wymagane jest %.1f j. zasobуw ludzkich i %.1f j. zaopatrzenia. (Kliknij, aby dokonaж uzupeіnieс tej dywizji do maksymalnej siіy);;Для пополнения этой части необходимо:\n- Людских ресурсов: %.1f\n- Припасов: %.1f\nЩелкните здесь, чтобы пополнить дивизию.;;;x,,
DIV_RE_DRO;Manpower will be taken from the national pool to draft new recruits into the unit. This may result in a loss of organisation.;La main d’oeuvre provenant de la Rйserve nationale permet d’intйgrer de nouvelles recrues а votre unitй. Ceci risque de troubler l’organisation militaire.;La forza lavoro a disposizione sarа chiamata alle armi per rifornire l'unitа di nuove reclute. Ciт potrebbe causare una mancanza di organizzazione.;Se extraerбn rec. hum. de la reserva nacional para dotar de nuevos reclutas a la unidad. Esto comportarб una pйrdida de organizaciуn.;Wehrfдhige werden zur Gewinnung neuer Rekruten fьr die Einheit aus dem nationalen Truppenpool abgezogen. Dies kann zu Organisationsverlust fьhren.;Zasoby ludzkie zostan№ uїyte do wyszkolenia rekrutуw dla tej jednostki. Moїe to obniїyж poziom zorganizowania.;;Эта часть будет пополнена новобранцами, и ее организация ухудшится.;;;x,,,,
DIV_UP_DRO;Upgrading a division will equip it with the latest weaponry made available through technological research. The new weapons will increase the attributes of the unit.;Mettre а niveau une division consiste а l’йquiper des derniers modиles d’armes mis а votre disposition par les services de recherche technologique. Ces armes augmentent les compйtences de l'unitй.;Potenziando una divisione, la equipaggerai con le armi tecnologicamente piщ sviluppate. Queste nuove armi aumentano le caratteristiche dell'unitа.;Al modernizar una divisiуn la equiparбs con el ъltimo armamento disponible, producto de la investigaciуn tecnolуgica. Las nuevas armas aumentarбn los atributos de la unidad.;Wird eine Division aufgerьstet, erhдlt sie die modernsten verfьgbaren Waffen. Diese neuen Waffen verbessern die Eigenschaften dieser Einheit.;Modernizacja dywizji wyposaїy j№ w najnowoczeњniejsz№ dostкpn№ broс. Podniesie to jej wartoњж bojow№.;;Часть можно переоснастить новейшими образцами техники. Новое вооружение повысит боевые характеристики части.;;;x,
DIV_UP_IRO0;You cannot upgrade the division at this time.;Vous ne pouvez pas mettre а niveau cette division maintenant.;Al momento non puoi potenziare la divisione.;No puedes reforzar la divisiуn en este momento.;Diese Division kцnnen Sie zum jetzigen Zeitpunkt nicht aufrьsten.;Nie moїesz zmodernizowaж teraz jednostki.;;Сейчас невозможно переоснастить подразделение.;;;X,,,,
DIV_UP_IRO_RIGHT;(Click to upgrade the division to the latest model.);(cliquez pour mettre а niveau la division.);(Clicca per potenziare al massimo la divisione).;(Haz clic para modern. la divisiуn con ъltimo modelo).;(Klicken Sie, um die Division auf das neueste Modell aufzurьsten.);(Kliknij, aby zmodernizowaж jednostkк do najnowoczeњniejszego dostкpnego modelu);;(Щелкните, чтобы переоснастить подразделение.);;;x,,
########################################;;;;;;;;;;;x,,,,
MUW_LAND;%d armies selected.;%d armйes sйlectionnйes.;%d eserciti selezionati.;%d ejйrcitos selec.;%d Armeen ausgewдhlt;%d jednostek.;;Армий: %d / Дивизий: %d;;;X,,,,
MUW_AIR;%d air units selected.;%d unitйs aйriennes sйlectionnйes.;%d unitа aeree selez.;%d u. aйreas selec.;%d Luftwaffeneinheiten ausgewдhlt.;%d jednostek.;;Авиагрупп: %d / Дивизий: %d;;;X,,,,
MUW_SEA;%d fleets selected.;%d flottes sйlectionnйes.;%d flotte selez.;%d flotas selec.;%d Flotten ausgewдhlt.;%d jednostek.;;Флотов: %d / Дивизий: %d;;;X,,,,
MUW_DIV;%d divisions;%d divisions;%d divisioni;%d divisiones.;%d Divisionen;%d dywizji.;;Дивизий: %d;;;X,,,,
DEV_READY;ETA: %s.;ETA: %s.;TAS: %s.;TELl: %s.;ETA: %s.;ETA: %s.;;Срок: %s;;;x,,,,
DEV_COST;Cost: %.1f IC;Coыt: %.1f PP;Costo: %.1f IC;Coste: %.1f CI; %.1f IK;Koszt: %.1f PP;;Затр.: %.1f ПП;;;x,,,,
DEV_PRIO1;Move to top;Haut de la liste ;Sposta in cima;Mover arriba;Ganz nach oben bewegen;Przesuс na pocz№tek;;Переместить наверх;;;x,,,,
DEV_PRIO2;Move one up;Monter de un;Sposta in alto;Mover uno arriba;Eins nach oben bewegen;Przesuс o jeden w gуrк;;Переместить на одну строчку вверх;;;x,,
DEV_PRIO3;Move one down.;Descendre de un;Sposta in basso;Mover uno abajo;Eins nach unten bewegen;Przesuс o jeden w dуі;;Переместить на одну строчку вниз;;;x,,
DEV_PRIO4;Move to bottom;Bas de la liste;Sposta in fondo;Mover abajo;Ganz nach unten bewegen;Przesuс na koniec;;Переместить вниз;;;x,,
DEV_CANCEL;Cancel Development;Annuler le dйveloppement;Annulla produzione;Cancelar desarrollo;Produktion abbrechen;Anuluj budowк;;Прекратить производство;;;x,,
FORCEPOOL;Force Pool (%.1f/%.1f);Rйserve (%.1f/%.1f);Forze disponibili (%.1f/%.1f);Reserva fue.(%.1f/%.1f);Truppenpool (%.1f/%.1f);Pula jednostek (%.1f/%.1f);;Резерв (%.1f/%.1f);;;X,,
DEV_DEPLOY_IRO;(Click the button to select where to deploy this unit.);(cliquez pour sйlectionner le lieu de redйploiement de votre unitй.);(Premi il pulsante per selezionare il punto in cui schierare questa unitа).;(Haz clic en botуn para elegir dуnde desplegar unidad).;(Klicken Sie die Schaltflдche, um diese Einheit aufzustellen.);(Kliknij, aby wybraж miejsce rozmieszczenia jednostki);;(Нажми на кнопку, чтобы выбрать место назначения.);;;X
DEV_NO_SPEED;No progress being made.;L’йvolution actuelle est nulle.;Allo stato attuale, non и stato compiuto alcun progresso.;De momento no se producen avances.;Bis jetzt ist kein Fortschritt erzielt worden. ;W chwili obecnej nie dokonujemy їadnego postкpu. ;;Работы приостановлены. ;;;x,
DEV_MANPOWER_LACK;Production halted due to lack of manpower.;Production interrompue pour raisons de pйnurie de main d’њuvre.;Produzione bloccata per mancanza di forza lavoro.;Producciуn detenida debido a la falta de recursos humanos.;Produktion aufgrund fehlender Wehrfдhiger gestoppt.;Produkcja wstrzymana z braku zasobуw ludzkich.;;Формирование части остановлено из-за нехватки людских ресурсов. ;;;x,,
DEV_SPEED;Currently progressing at %.1f\%% of nominal speed.;Evolution actuelle d’environ %.f pourcent de la vitesse normale.;La rapiditа attuale del progresso и circa del %.f per cento.;Avanza actualmente a un %.1f\%% de su velocidad nominal.;Momentaner Fortschritt bei ca. %.f Prozent der maximalen Geschwindigkeit.;Aktualna szybkoњж postкpu wynosi %.1f\%% wartoњci nominalnej. ;;Сейчас скорость формирования части составляет %.f\%% от максимальной скорости. ;;;x,,
DEV_FULL_SPEED;Progress is going at full speed.;Evolution а vitesse maximale.;Il progresso sta marciando a tutta velocitа.;Avanza a toda velocidad.;Maximaler Fortschritt.;Postкp dokonuje siк z maksymaln№ szybkoњci№. ;;Производство идет с предельной скоростью. ;;;x,,
DIV_REDEP;Redeploying to %s;Redйploiement vers %s;Disloca a %s;En traslado a %s;Wird verlegt nach %s;Cel dyslokacji: %s;;Движется в пров. %s;;;x,,
##;;;;;;;;;;;X,,
##################################;;;;;;;;;;;X,,
#  Diplomatic Actions;;;;;;;;;;;X,,
##################################;;;;;;;;;;;X,,
DIP_DECLARE_WAR;Declare War;Dйclaration de guerre;Dichiara guerra;Declarar la guerra;Krieg erklдren;Wypowiedz wojnк;;Объявить войну;;;X,,
DIP_BRING_TO_ALLIANCE;Bring to Alliance;Inviter dans l'alliance;Invita nell'alleanza;Traer a alianza;Ins Bьndnis einladen;Zaproњ do sojuszu;;Пригласить в военный союз;;;X
DIP_JOIN_ALLIANCE;Join Alliance;Rejoindre l'alliance;Unisciti all'alleanza;Unirse a alianza;Bьndnis beitreten;Doі№cz do sojuszu;;Войти в военный союз;;;X
DIP_LEAVE_ALLIANCE;Leave Alliance;Quitter l'alliance;Lascia l'alleanza;Dejar la alianza;Bьndnis verlassen;Wypowiedz sojusz;;Выйти из военного союза;;;X
DIP_OFFER_ALLIANCE;Offer Alliance;Crйer une alliance;Proponi alleanza;Ofrecer alianza;Bьndnis anbieten;Zaproponuj sojusz;;Предложить военный союз;;;X
DIP_INFLUENCE_NATION;Influence Nation;Influencer la nation;Influenza la nazione;Influir naciуn;Nation beeinflussen;Wpіyс na paсstwo;;Повлиять на страну;;;X
DIP_COUP_NATION;Coup Nation;Coup d'Etat;Golpe;Golpe de estado;Putsch anzetteln;Dokonaj zamachu stanu;;Инициировать переворот;;;X
DIP_ASK_FOR_MILITARY_ACCESS;Ask for Military Access;Demander l'accиs militaire;Richiedi l'accesso militare;Solicitar acceso militar;Durchmarscherlaubnis fordern;Poproњ o dostкp militarny;;Просить право на проход войск;;;X
DIP_CANCEL_MILITARY_ACCESS;Cancel Military Access;Annuler l'accиs militaire;Annulla l'accesso militare;Cancelar acceso militar;Durchmarscherlaubnis abgeben;Anuluj dostкp militarny;;Отменить право на проход войск;;;X
DIP_REVOKE_MILITARY_ACCESS;Revoke Military Access;Rйvoquer l'accиs militaire;Revoca l'accesso militare;Revocar acceso militar;Durchmarschgenehmigung widerrufen;Uniewaїnij dostкp militarny;;Запретить проход войск;;;X
DIP_REQUEST_SPECIFIC_ATTACK;Request Specific Attack;Demande d'attaque spйcifique;Richiedi un attacco specifico;Solicitar ataque especнfico;Um gezielten Angriff bitten;Poproњ o konkretny atak;;Запросить военное содействие;;;X
DIP_ASSUME_MILITARY_CONTROL;Assume Military Control;Exercer le contrфle militaire;Assumi il controllo militare;Asumir el mando militar;Oberbefehl ьbernehmen;Przejmij kontrolк militarn№;;Подчинить ВС;;;X
DIP_CANCEL_MILITARY_CONTROL;Relinquish Military Control;Relвcher contrфle des armйes;Abbandona il controllo militare;Ceder el mando militar;Oberbefehl abgeben;Zrezygnuj z kontroli militarnej;;Отказаться от подчинения ВС;;;X
DIP_OFFER_LEND_LEASE;Offer Lend Lease;Proposer un prкt-bail;Offri aiuti di guerra;Ofr. prйstamo en arrendamiento;Leih-Pacht anbieten;Zaproponuj umowк Lend Lease;;Предложить договор ленд-лиза;;;X
DIP_SEND_EXPEDITIONARY_FORCE;Send Expeditionary Force;Envoyer force expйditionnaire;Invia una forza di spedizione;Enviar fuerza expedicionaria;Truppen entsenden;Wyњlij korpus ekspedycyjny;;Выслать экспедиционные войска;;;X
DIP_GUARANTEE_INDEPENDENCE;Guarantee Independence;Garantir l'indйpendance;Concedi l'indipendenza;Garantizar independencia;Unabhдngigkeit garantieren;Zagwarantuj niepodlegіoњж;;Гарантировать независимость;;;X
DIP_ANNEX_NATION;Annex Nation;Annexer la nation;Annetti la nazione;Anexionar naciуn;Nation annektieren;Dokonaj aneksji;;Аннексировать государство;;;X
DIP_PUPPET_REGIME;Puppet Regime;Instaurer un rйgime fantoche;Governo fantoccio;Gobierno tнtere;Marionette einsetzen;Reїim marionetkowy;;Установить марионет. режим;;;X
DIP_DEMAND_TERRITORY;Demand Territory;Revendication territoriale;Reclama il territorio;Reclamar territorio;Gebiet fordern;Zaї№daj terytorium;;Потребовать территории;;;X
DIP_TRADE;Open Negotiations;Ouvrir nйgociations;Apri i negoziati;Abrir Negociaciones;Verhandlungen erцffnen;Rozpocznij negocjacje;;Заключить сделку;;;x
DIP_OFFER_NON_AGGRESSION;Offer Non-Aggression Pact;Prop. pacte de non-agression;Patto di non belligeranza;Ofrecer pacto de no agresiуn;Nichtangriffspakt vorschlagen;Zaproponuj pakt o nieagresji;;Предложить пакт о ненападении;;;X
DIP_CANCEL_NA;Cancel Non-Aggression Pact;Annuler pacte de non-agression;Annulla patto di non belligeranza;Cancelar pacto de no agresiуn;Nichtangriffspakt widerrufen;Anuluj pakt o nieagresji;;Отменить пакт о ненападении;;;X
DIP_CANCEL_TA;Break Trade Agreement;Rompre l’accord d’йchange commercial;Rompi accordo commerciale;Romper acuerdo comercial;Handelsabkommen aufkьndigen;Zerwij umowк handlow№;;Разорвать торговое соглашение;;;X
DIP_OFFER_TA;Offer Trade Agreement;Accord d’йchange commercial;Accordo commerciale;Ofrecer acuerdo comercial;Handelsabkommen anbieten;Zaproponuj umowк handlow№;;Предложить торговое соглашение;;;X
