#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
EVT_109_DESC;The people's revolution has come, with the help of foreign aid!  The glorious workers and oppressed peasantry have secured control of the nation, and the means of production.  ;Grвce а l’aide йtrangиre, l’heure de la rйvolution du peuple a sonnй !  Nos ouvriers glorieux et nos paysans oppressйs se sont emparйs du gouvernail de la nation, et de ses moyens de production.  ;И scoppiata la rivoluzione popolare, con il sostegno di nazioni estere! I lavoratori e i contadini oppressi hanno conquistato il controllo della nazione e dei mezzi di produzione.;Ha llegado la revoluciуn del pueblo, Ўcon apoyo extranjero! El glorioso proletariado y el campesinado oprimido se han hecho con el control del paнs y los medios de producciуn.;Die Revolution des Volkes findet mit Unterstьtzung aus dem Ausland statt. Die glorreichen Arbeiter und unterdrьckten Bauern haben die Kontrolle der Nation und die Mittel fьr die Produktion ьbernommen.  ;Dziкki pomocy zza granicy nadeszіa rewolucja ludu! Masy robotnicze i uciskani chіopi przejкli wіadzк nad krajem i jego przemysіem.;;Народ при поддержке иностранных товарищей совершил революцию! Передовые рабочие и угнетенное крестьянство взяли в свои руки власть в стране и контроль над средствами производства.;;;X
EVT_110_NAME;A right-wing coup d'йtat happened to us ;Nous avons йtй victimes d’un coup d’йtat de la droite;Un colpo di stato della destra ci ha travolto;Hemos sufrido un golpe de estado de la ultraderecha;Ein Staatsstreich der Rechten ;Przydarzyі siк nam prawicowy zamach stanu;;Наши правые радикалы произвели государственный переворот;;;X
EVT_110_DESC;The forces of law and order have taken control of our nation, with the assistance of foreign nations.  The new regime promises to root out any and all traitors to our beloved nation.;Les forces de l’ordre public ont pris le contrфle de notre nation, avec l’aide des pays йtrangers.  Le nouveau rйgime promet de dйnicher tous les traоtres а notre pays bien aimй.;Le forze di legge e ordine hanno preso il controllo della nostra nazione, con il sostegno delle nazioni estere. Il nuovo regime ha promesso di estirpare tutti i traditori della nostra amata patria.;Las fuerzas de la ley y el orden han tomado el control de nuestra naciуn con la ayuda de paнses extranjeros. El nuevo rйgimen promete erradicar a todos los traidores de nuestra amada patria.;Recht und Ordnung haben mit Hilfe aus dem Ausland die Kontrolle unserer Nation ьbernommen. Das neue Regime verspricht uns, jeden einzelnen Verrдter unserer geliebten Nation aufzuspьren und zu richten.;Dziкki pomocy zza granicy siіy prawa i sprawiedliwoњci przejкіy wіadzк nad naszym krajem. Nowy reїim obiecaі wypleniж wszelkich zdrajcуw naszego narodu. ;;Сторонники законности и порядка взяли власть в свои руки при поддержке здравомыслящих зарубежных кругов. Новый режим обещает уничтожить всех предателей народа и провокаторов.;;;X
EVT_111_NAME;A militarist coup d'йtat happened to us;Nous avons йtй victimes d’un coup d’йtat militaire;Un colpo di stato militare ci ha travolto;Hemos sufrido un golpe de estado militar;Ein Militдrstreich;Przydarzyі siк nam wojskowy zamach stanu;;Наши военные произвели государственный переворот;;;X
EVT_111_DESC;Firmly following their oath to defend the nation from all enemies foreign and domestic, the military has seized control of the nation. Martial law has been declared, and our glorious army has secured all national assets.;Fidиle а sa promesse de dйfendre la nation contre tous les ennemis, intйrieurs et йtrangers, l’armйe a pris le contrфle du pays. La loi martiale a йtй dйclarйe, et notre glorieuse armйe s’est emparйe de la richesse nationale.;Rimanendo fedeli al giuramento di difendere la nazione da qualsiasi nemico straniero o interno, le forze militari hanno preso il controllo della nazione. И stata dichiarata la legge marziale e il nostro glorioso esercito ha messo al sicuro tutto il patrimonio nazionale.;Siguiendo firmemente su juramento de defender la naciуn de cualquier enemigo extranjero o interno, los militares se han hecho con su control. Se ha declarado la ley marcial y nuestro glorioso ejйrcito se ha hecho con todos los medios de la naciуn.;In der festen Ьberzeugung, die Nation von allen Feinden von auЯen und von innen zu schьtzen hat das Militдr die Kontrolle der Nation ьbernommen. Das Kriegsrecht wurde ausgerufen und unsere glorreiche Armee hat das gesamte nationale Vermцgen gesichert.;Њciњle wypeіniaj№c przysiкgк obrony naszego narodu przed kaїdym wrogiem, wewnкtrznym i zewnкtrznym, wojsko przejкіo wіadzк nad krajem. Wprowadzono stan wojenny, armia zaњ zajкіa wszystkie narodowe dobra.;;Верные присяге, которая обязывает их защищать страну от любых врагов, внутренних или внешних, наши военные взяли власть в свои руки. Объявлено военное положение, и наша славная армия взяла под охрану все важные объекты.;;;X
EVT_112_NAME;A democratic coup d'йtat happened to us;Nous avons йtй victimes d’un coup d’йtat dйmocratique;Un colpo di stato democratico ci ha travolto;Hemos sufrido un golpe de estado democrбtico;Ein demokratischer Staatsstreich;Przydarzyі siк nam demokratyczny zamach stanu;;Наши демократы произвели государственный переворот;;;X
EVT_112_DESC;Bowing to the inevitable, the old regime has given way to democratic elements within our nation. A prosperous, and free future awaits us.;Se pliant а l’inйvitable, l’ancien rйgime a laissй place aux йlйments dйmocratiques de notre nation. Un futur prospиre et libre nous attend.;Piegandosi all'inevitabile, il vecchio regime ha ceduto il passo alla democrazia nella nostra nazione. Ci attende un futuro prospero e libero.;Sometiйndose a lo inevitable, el antiguo rйgimen ha cedido el paso a los elementos democrбticos de nuestro paнs. Nos aguarda un futuro libre y prуspero.;Um sich dem Unausweichlichen zu beugen hat das alte Regime zugelassen, dass sich demokratische Elemente innerhalb unserer Nation etablieren. Eine erfolgreiche und freie Zukunft erwartet uns.;Zdaj№c sobie sprawк z nieuniknionego, stary reїim przekazaі wіadzк demokratycznym elementom naszego narodu. Czeka nas њwietlana przyszіoњж.;;Старый режим склонился перед неизбежным и передал власть демократическим представителям нашего народа. Нас ожидает процветание и свобода.;;;X
EVT_113_NAME;Incompetence in our valiant army - Resign or not? ;Incompйtence de notre vaillante armйe – Dйmissionner ? ;Inettitudine del nostro valoroso esercito: dimettersi o no?;Incompetencia en nuestro valiente ejйrcito: їDimitir o no? ;Inkompetenz in unserer mutigen Armee - Zurьcktreten oder nicht? ;Niekompetencja w naszej niepokonanej armii – zrezygnowaж czy nie?;;Некомпетентность командования нашей храброй армии: последуют ли отставки?;;;X
EVT_113_DESC;Our army has recently suffered a series of bloody defeats and retreats. The people of our nation are starting to ask questions about the meaning of this war. Someone has to take up responsibility for the losses. Maybe a scapegoat will do?;Notre armйe a rйcemment essuyй plusieurs dйfaites et retraites sanglantes. Notre peuple commence а poser des questions sur le sens de cette guerre. Quelqu’un doit assumer nos pertes. Un bouc йmissaire fera-t-il l’affaire ?;Il nostro esercito ha recentemente subito una serie di sconfitte e sanguinose ritirate. I nostri connazionali stanno iniziando a chiedersi che significato abbia questa guerra. Qualcuno deve prendersi la responsabilitа per le perdite subite. Serve forse un capro espiatorio?;Nuestro ejйrcito ha sufrido una serie de sangrientas retiradas y derrotas. Nuestro pueblo se estб empezando a preguntar el sentido de esta guerra. Alguien tiene que cargar con la responsabilidad de las derrotas. їPodrнa valer un chivo expiatorio?;Unsere Armee hat kьrzlich eine Reihe von blutigen Niederlagen und Rьckzьgen hinnehmen mьssen. Das Volk beginnt Fragen ьber den Sinn dieses Krieges zu stellen. Jemand muss die Verantwortung fьr die Verluste ьbernehmen. Vielleicht kann man einen Sьndenbock abstellen?;Nasza armia niedawno poniosіa seriк krwawych poraїek i odwrotуw. Narуd zaczyna kwestionowaж sens tej wojny. Czy ktoњ weџmie na siebie odpowiedzialnoњж za straty? Moїe wystarczy nam kozioі ofiarny?;;За последнее время наша армия потерпела ряд тяжелых поражений и была вынуждена перейти к отступлению. Народ задается вопросом: для чего нужна эта война? Кто-то должен взять на себя ответственность за наши потери и поражения. Нужно искать козла отпущения.;;;X
EVT_114_NAME;Incompetence in our government - Resign or not? ;Incompйtence de notre gouvernement – Dйmissionner ? ;Inettitudine del nostro governo: dimettersi o no?;Incompetencia en nuestro gobierno: їDimitir o no? ;Inkompetenz in unserer Regierung - Zurьcktreten oder nicht? ;Niekompetencja w naszym rz№dzie – zrezygnowaж czy nie?;;Некомпетентность правительства: последуют ли отставки?;;;X
EVT_114_DESC;One of our ministers has recently proven his incompetence in a series of unfortunate decisions and bad administration. The people are a bit disappointed by the work of their representative and begin to question his ability to run his office.;Par le biais de toute une sйrie de dйcisions et de gestion malheureuses, l’un de nos ministres a rйcemment prouvй son incompйtence . Le peuple est un peu dйзu du travail de son reprйsentant, et commence а questionner ses capacitйs а occuper ce poste.;Uno dei nostri ministri ha recentemente dato prova della sua incompetenza in relazione a una serie di infelici decisioni e di una cattiva amministrazione. Il popolo и deluso dall'operato dei suoi rappresentanti e inizia a dubitare delle loro capacitа di gestione.;Uno de nuestros ministros ha demostrado recientemente su incompetencia en una serie de decisiones desafortunadas y una mala administraciуn. La gente estб algo descontenta por el trabajo de su representante y empieza a cuestionar su capacidad para llevar su cargo.;Einer unserer Minister hat kьrzlich seine Inkompetenz in einer Reihe von unglьcklichen Entscheidungen und einer schlechten Verwaltung bewiesen. Das Volk ist enttдuscht von der Arbeit seines Reprдsentanten und beginnt Fragen ьber seine Fдhigkeiten im Amt zu stellen.;Jeden z naszych ministrуw daі pokaz niekompetencji w serii niefortunnych decyzji i kiepskiej administracji. Ludzie zaczynaj№ wyraїaж rozczarowanie pracami tych, ktуrych wybrali i zaczynaj№ otwarcie kwestionowaж zdolnoњж ministra do sprawowania swojego stanowiska.;;Один из наших министров за последнее время проявил некомпетентность, принял ряд неверных решений и выпустил управление из рук. Общественное мнение разочаровано его деятельностью, этот человек явно не на своем месте. ;;;X
